ID,Name,Term,Phone,Address,Price,Rating,Number of Review,Cuisine
-XYp6w50XbZfS90YddS5ew,Soothr,breakfast,(212) 844-9789,"204 E 13th St, New York, NY 10003",$$,4.5,695,thai
qusZ-K5tzM1EyOa1IEWCHA,Nourish,breakfast,(718) 789-3981,"637A Vanderbilt Ave, Brooklyn, NY 11238",$$,4.0,340,thai
kiKUF11kNgEnM__P11nrig,Tea Cup Cafe,breakfast,(718) 426-2222,"76-23 Woodside Ave, Elmhurst, NY 11377",$,4.0,147,thai
RrPIJvmje1qb9iaYd6jH0g,Brooklyn Farm,breakfast,,"128 Montague St, Brooklyn, NY 11201",$$,4.0,259,thai
Eyn7hQENF8R9DrBwBHO6lQ,Pata Cafe,breakfast,(347) 469-7142,"5614 Van Horn St, Elmhurst, NY 11373",$$,4.5,91,thai
TuGFxspYWd0smugwUeN9sA,A Gusto Thai Bistro,breakfast,(347) 533-9961,"1450 Fulton St, Brooklyn, NY 11216",$$,3.5,153,thai
f7jZvRH-h76F4emzvKytaQ,Tuk Tuk,breakfast,(718) 472-5598,"4906 Vernon Blvd, Long Island City, NY 11101",$$,4.0,749,thai
rCtsqHtOAOjZ7EUQDFRSbA,Pinto Garden,breakfast,(212) 366-5455,"117 W 10th St, New York, NY 10011",$$,4.0,390,thai
XgiG7K7ubHsj2JJ-c2sXnw,Thai Diner,breakfast,(646) 559-4140,"186 Mott St, New York, NY 10012",$$,4.0,500,thai
-5npn9NRmOun7VUVLZpjyw,Eat Gai,breakfast,(917) 265-8631,"88 Essex St, Booth 46, New York, NY 10002",$,4.0,85,thai
liZmIO0FqZwslLJfLDkfgw,Wayla,breakfast,(212) 206-2500,"100 Forsyth St, Basement, New York, NY 10002",$$$,4.5,538,thai
23NSOmpzzrJTfWmYk8Lp4A,Lovely Day,breakfast,(212) 925-3310,"196 Elizabeth St, New York, NY 10012",$$,3.5,381,thai
WJS06XxRdc6DD1s4LWE9HA,Fish Cheeks,breakfast,(212) 677-2223,"55 Bond St, New York, NY 10012",$$,4.5,1127,thai
7pWF8zJ26goQRqdlzvW9Qw,Little Wayla,breakfast,(646) 368-9240,"100 Forsyth St, New York, NY 10002",,4.5,17,thai
gEaZtaUQyGsp-O4AVcJWeg,Mama’s Cupboard,breakfast,(212) 371-2947,"235 E 53rd St, New York, NY 10022",$$,4.5,81,thai
dqjko5ndMGayALuhwq3ghQ,Thailicious,breakfast,(646) 882-0343,"71 Clinton St, New York, NY 10002",$$,4.5,234,thai
jjJc_CrkB2HodEinB6cWww,LoveMama,breakfast,(212) 254-5370,"174 2nd Ave, New York, NY 10003",$$,4.5,6180,thai
l_gQf_4NgPMJcx2OkjsMfg,Noods n’ Chill,breakfast,(718) 388-7695,"170 S 3rd St, Brooklyn, NY 11211",$$,4.0,127,thai
a-Bq_yXFVk2PptoWpmry3w,Pye Boat Noodle,breakfast,(718) 685-2329,"35-13 Broadway, Astoria, NY 11106",$$,4.5,952,thai
hA5QUlrSjpxMZ90Kof0bgA,Khao Kang,breakfast,(718) 806-1807,"7620 Woodside Ave, Elmhurst, NY 11373",$,4.0,266,thai
